Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.723417, F1 Score: [ 0.63993686  0.73762509] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.569268, F1 Score: [ 0.          0.60211453] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.710154, F1 Score: [ 0.72499142  0.77267755] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.722264, F1 Score: [ 0.66611562  0.74880485] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.          0.60211453] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.810762, F1 Score: [ 0.83153265  0.81794268] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.669698, F1 Score: [ 0.68817204  0.75562765] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.765204, F1 Score: [ 0.68581596  0.75684608] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.          0.60211453] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.72552013  0.        ] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.508495, F1 Score: [ 0.23201377  0.63499231] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.72945, F1 Score: [ 0.70477337  0.7658102 ] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.516879, F1 Score: [ 0.25987935  0.64002901] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.836801, F1 Score: [ 0.80332958  0.80880101] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.          0.60211453] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.712594, F1 Score: [ 0.67347882  0.75170825] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.70767, F1 Score: [ 0.73538908  0.76154333] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.829526, F1 Score: [ 0.75203581  0.7838253 ] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.735483, F1 Score: [ 0.67911366  0.7555295 ] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.721687, F1 Score: [ 0.64015652  0.7400191 ] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.          0.60211453] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.          0.60211453] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.735395, F1 Score: [ 0.81647804  0.82370847] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.729007, F1 Score: [ 0.69480061  0.76080076] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.557335, F1 Score: [ 0.42802577  0.63575967] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.72843, F1 Score: [ 0.78445767  0.78832373] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.          0.60211453] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.738899, F1 Score: [ 0.70175791  0.76414045] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.          0.60211453] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.          0.60211453] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.          0.60211453] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.725192, F1 Score: [ 0.6829542   0.75604396] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.          0.60211453] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.          0.60211453] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.512842, F1 Score: [ 0.31381273  0.64812267] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.71286, F1 Score: [ 0.6495288   0.74239975] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.          0.60211453] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.          0.60211453] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.          0.60211453] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.711352, F1 Score: [ 0.63441772  0.73676179] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.          0.60211453] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.809209, F1 Score: [ 0.79663703  0.79345494] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.748081, F1 Score: [ 0.75470125  0.77459993] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.729273, F1 Score: [ 0.69238949  0.76023207] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.          0.60211453] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.783614, F1 Score: [ 0.82050841  0.80890232] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.755844, F1 Score: [ 0.76260833  0.79085485] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.867586, F1 Score: [ 0.69516072  0.76093237] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.          0.60211453] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.          0.60211453] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.          0.60211453] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.722663, F1 Score: [ 0.66783614  0.74953315] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.          0.60211453] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.          0.60211453] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.871934, F1 Score: [ 0.8833949   0.86934437] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.715699, F1 Score: [ 0.66866041  0.74988323] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.72552013  0.        ] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.          0.60211453] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.78144, F1 Score: [ 0.74601796  0.78406106] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.713437, F1 Score: [ 0.6775878   0.75352223] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.          0.60211453] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.          0.60211453] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.760946, F1 Score: [ 0.79612587  0.79109035] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.717873, F1 Score: [ 0.66366366  0.7479435 ] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.569268, F1 Score: [ 0.          0.60211453] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.808011, F1 Score: [ 0.80182913  0.79828134] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.569268, F1 Score: [ 0.          0.60211453] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.724349, F1 Score: [ 0.65929158  0.74605141] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.          0.60211453] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.          0.60211453] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.          0.60211453] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.759925, F1 Score: [ 0.75400028  0.78434964] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.868163, F1 Score: [ 0.86585619  0.84593757] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.636916, F1 Score: [ 0.71414451  0.76726219] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.805926, F1 Score: [ 0.82548236  0.8180665 ] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.725147, F1 Score: [ 0.63108704  0.73540278] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.          0.60211453] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.          0.60211453] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.          0.60211453] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.734241, F1 Score: [ 0.67938814  0.7546106 ] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.          0.60211453] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.          0.60211453] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.          0.60211453] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.751896, F1 Score: [ 0.69282828  0.75947164] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.516657, F1 Score: [ 0.29975624  0.64459825] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.728297, F1 Score: [ 0.77019966  0.79171247] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.755401, F1 Score: [ 0.75299737  0.78588878] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.814, F1 Score: [ 0.80835504  0.81932176] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.569268, F1 Score: [ 0.07907081  0.60925604] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.717074, F1 Score: [ 0.7137497   0.74919895] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.581555, F1 Score: [ 0.52446333  0.67349993] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.784235, F1 Score: [ 0.74158286  0.78292454] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.569268, F1 Score: [ 0.72422307  0.01360268] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.686466, F1 Score: [ 0.80204238  0.80914833] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.759526, F1 Score: [ 0.72348186  0.77377208] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.831211, F1 Score: [ 0.76954421  0.7971643 ] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.680788, F1 Score: [ 0.7000416   0.72331898] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.775451, F1 Score: [ 0.73637844  0.77247934] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.753626, F1 Score: [ 0.73758865  0.76520277] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.817016, F1 Score: [ 0.8369821   0.83732884] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.617886, F1 Score: [ 0.60282473  0.63488144] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.849266, F1 Score: [ 0.86590355  0.84464021] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.815863, F1 Score: [ 0.81455665  0.82181534] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.808011, F1 Score: [ 0.78925562  0.8082186 ] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.711085, F1 Score: [ 0.70058784  0.74461614] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.791687, F1 Score: [ 0.77680919  0.79324931] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.616866, F1 Score: [ 0.51083032  0.68301776] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.872954, F1 Score: [ 0.88629619  0.8634744 ] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.706827, F1 Score: [ 0.71749914  0.69560409] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.839285, F1 Score: [ 0.83218781  0.83421517] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.          0.60211453] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.822428, F1 Score: [ 0.79509971  0.80965216] 
